Epoch,test_loss,accuracy,hamming,precision,recall,f1
1.0,0.28429796755313874,66.41863278886872,0.33581367211131274,0.004863883847549909,0.2832980972515856,0.009563572779502552
2.0,0.2503879408816893,99.4422262552934,0.005577737447065941,0.0,0.0,0.0
3.0,0.28944118273236574,66.42468239564428,0.33575317604355714,0.004827586206896552,0.2854077253218884,0.009494574528840663
4.0,0.2780153466493378,66.45493042952208,0.3354506957047792,0.004609800362976407,0.29603729603729606,0.009078237249365595
5.0,0.30964986550505064,66.41258318209316,0.33587416817906834,0.004791288566243194,0.27848101265822783,0.009420496717099628
6.0,0.27634685496020445,66.39443436176649,0.33605565638233514,0.004863883847549909,0.2718052738336714,0.009556752130656493
7.0,0.3549237218255789,66.43315184513007,0.3356684815486993,0.004827586206896552,0.289760348583878,0.009496947409761149
8.0,0.332394019733107,66.42347247428917,0.3357652752571083,0.0046460980036297644,0.2800875273522976,0.009140571999857178
9.0,0.2855531444480328,66.45009074410163,0.3354990925589837,0.004827586206896552,0.298876404494382,0.009501696731559208
10.0,0.2561744600307271,66.43436176648518,0.3356563823351482,0.004609800362976407,0.28475336322869954,0.009072724674953564
11.0,0.28017646434302773,66.38717483363581,0.33612825166364185,0.004863883847549909,0.2685370741482966,0.00955470783272131
12.0,0.2706057196098317,66.4162129461585,0.335837870538415,0.004827586206896552,0.28118393234672306,0.009492202833386861
13.0,0.2725691592855592,66.42710223835451,0.3357289776164549,0.004791288566243194,0.2857142857142857,0.009424532343281451
14.0,0.30308981621871195,66.42468239564428,0.33575317604355714,0.004718693284936479,0.2826086956521739,0.009282399143163157
15.0,0.31182266027871147,66.41500302480338,0.3358499697519661,0.004900181488203267,0.2824267782426778,0.009633223918938205
16.0,0.30613588605840064,66.41500302480338,0.3358499697519661,0.004827586206896552,0.2805907172995781,0.009491864116471595
17.0,0.28395503445134623,66.40895341802783,0.3359104658197217,0.005081669691470054,0.2839756592292089,0.0099846664051635
18.0,0.2828301032961172,66.40895341802783,0.3359104658197217,0.004900181488203267,0.2795031055900621,0.00963150572539507
19.0,0.32399143669761027,66.4355716878403,0.3356442831215971,0.004827586206896552,0.2910284463894967,0.0094976255936016
20.0,0.2552922372300915,99.1373260738052,0.008626739261947973,0.0,0.0,0.0
21.0,0.1945360758581525,99.41802782819117,0.005819721718088324,0.0,0.0,0.0
22.0,0.34998621852666195,66.41742286751361,0.3358257713248639,0.004537205081669692,0.2741228070175439,0.008926658573162894
23.0,0.29928924317909456,66.45251058681185,0.3354748941318814,0.004754990925589836,0.2984054669703872,0.009360820322269463
24.0,0.28588084083287124,66.41258318209316,0.33587416817906834,0.004609800362976407,0.27370689655172414,0.009066895123866638
25.0,0.2721098313314296,66.4258923169994,0.33574107683000604,0.004791288566243194,0.28509719222462204,0.00942419590904223
26.0,0.26790191833315224,66.41742286751361,0.3358257713248639,0.004791288566243194,0.28085106382978725,0.009421841541755889
27.0,0.27242704748133784,66.42347247428917,0.3357652752571083,0.004609800362976407,0.27912087912087913,0.009069808962685234
28.0,0.26638131351955574,66.44646098003629,0.335535390199637,0.004754990925589836,0.29504504504504503,0.009359148388940487
29.0,0.27795480401784234,66.4476709013914,0.3355232909860859,0.004900181488203267,0.29933481152993346,0.009642512767401164
30.0,0.2868761943342898,66.44888082274652,0.3355111917725348,0.004609800362976407,0.2926267281105991,0.00907661520869068
31.0,0.3295430944089232,66.41379310344827,0.33586206896551724,0.004718693284936479,0.2771855010660981,0.009279417538099147
32.0,0.27395089103500553,66.42831215970962,0.3357168784029038,0.004900181488203267,0.2890792291220557,0.009637006103437198
33.0,0.2787614312091886,66.46460980036298,0.3353539019963702,0.004754990925589836,0.30536130536130535,0.009364165981629079
34.0,0.2838743330800598,66.42226255293406,0.3357773744706594,0.004900181488203267,0.2860169491525424,0.00963528656055956
35.0,0.25722405831523903,66.42347247428917,0.3357652752571083,0.004900181488203267,0.28662420382165604,0.009635630420042111
36.0,0.28919539385179427,66.45614035087719,0.3354385964912281,0.0050453720508166966,0.3075221238938053,0.009927862295550318
37.0,0.2586648532980799,66.44525105868118,0.3355474894131881,0.004791288566243194,0.2953020134228188,0.00942958174090081
38.0,0.2742102671599864,66.45493042952208,0.3354506957047792,0.004936479128856625,0.3042505592841163,0.00971532664214023
39.0,0.2714052349502075,66.45251058681185,0.3354748941318814,0.004900181488203267,0.30201342281879195,0.009643890416830374
40.0,0.23384991636509905,99.42286751361162,0.005771324863883848,0.0,0.0,0.0
41.0,0.2265431685997224,99.4325468844525,0.005674531155474894,0.0,0.0,0.0
42.0,0.2490354360978097,99.44464609800363,0.005553539019963702,0.0,0.0,0.0
43.0,0.23313247006623153,99.4313369630974,0.0056866303690260135,0.0,0.0,0.0
44.0,0.2679350043165273,66.44283121597095,0.3355716878402904,0.004863883847549909,0.2958057395143488,0.009570403171088811
45.0,0.2862353022842788,66.41137326073805,0.33588626739261945,0.004900181488203267,0.2806652806652807,0.009632192929256895
46.0,0.2604004551321539,66.4162129461585,0.335837870538415,0.004936479128856625,0.2839248434237996,0.009704234899568304
47.0,0.2791455090294732,66.44646098003629,0.335535390199637,0.004863883847549909,0.29777777777777775,0.009571428571428571
48.0,0.3163633652044944,66.44525105868118,0.3355474894131881,0.004900181488203267,0.2980132450331126,0.009641824090276042
49.0,0.25666016022977295,66.42831215970962,0.3357168784029038,0.004682395644283121,0.2835164835164835,0.009212640599892876
50.0,0.2538252953284449,82.04718693284937,0.17952813067150636,0.008880994671403197,0.2826086956521739,0.017220823950192077
